DISTRICT,STATION,TEMP,RH,WBGT,EHI,EHI_REGION,EHI_350 (shaded),REGION_350 (shaded),LOGGED_AT,LOGGED_AT (PST),EHI_350 (in shade),REGION_350 (in shade),Light Work Heat Stress Zone,,Hard Labor Heat Stress Zone,LOGGED_AT (IST),2025-05-03 08:27:28CENTRAL_DELHIPRAGATI_MAIDAN25.386.0,2025-05-03 08:27:28,CENTRAL_DELHI,PRAGATI_MAIDAN,25.3,86.0,27.4Zone 4,27.4,Zone 4,57.3Zone 5,57.3,Zone 5,2025-05-03 08:31:46CENTRAL_DELHIPRAGATI_MAIDAN25.386.0,2025-05-03 08:31:46
NEW_DELHI,SPORTS_COMPLEX,32.7,63.0,,39.247221,Region 4,64.676267,Region 5,2025-04-30 21:22:02,,,,,,,,,,,,,,,,,,,,,
NORTH_WEST_DELHI,MUNGESHPUR,32.3,53.0,,35.700430,Region 4,60.982319,Region 5,2025-04-30 21:22:02,,,,,,,,,,,,,,,,,,,,,
NORTH_WEST_DELHI,PITAMPURA,32.3,60.0,,37.379073,Region 4,63.139039,Region 5,2025-04-30 21:22:02,,,,,,,,,,,,,,,,,,,,,
SOUTH_WEST_DELHI,NAJAFGARH,30.8,59.0,,34.033783,Region 4,60.538294,Region 5,2025-04-30 21:22:02,,,,,,,,,,,,,,,,,,,,,
SOUTH_WEST_DELHI,UJWA_KVK,33.5,50.0,,37.336973,Region 4,61.783869,Region 5,2025-04-30 21:22:02,,,,,,,,,,,,,,,,,,,,,
CENTRAL_DELHI,PUSA_AMFU,32.7,52.0,,36.248426,Region 4,61.257453,Region 5,2025-04-30 22:44:35,,,,,,,,,,,,,,,,,,,,,
DELHI,IGNOU,35.4,38.0,,37.722363,Region 4,60.218938,Region 5,2025-04-30 22:44:35,,,,,,,,,,,,,,,,,,,,,
DELHI,KVK_CRPF_CAMPUS,33.7,38.0,,35.013817,Region 4,55.099072,Region 5,2025-04-30 22:44:35,,,,,,,,,,,,,,,,,,,,,
DELHI,KV_JANAKPURI,33.9,40.0,,35.725466,Region 4,58.717195,Region 5,2025-04-30 22:44:35,,,,,,,,,,,,,,,,,,,,,
DELHI,KV_NARAYNA,34.0,39.0,,35.674292,Region 4,57.936765,Region 5,2025-04-30 22:44:35,,,,,,,,,,,,,,,,,,,,,
DELHI,PHARMA_SCIENCE_AND_RESEARCH_UN,36.4,40.0,,40.134662,Region 4,62.346525,Region 5,2025-04-30 22:44:35,,,,,,,,,,,,,,,,,,,,,
EAST_DELHI,SALWAN_PUBLIC_SCHOOL,32.4,40.0,,33.453777,Region 4,50.920690,Region 5,2025-04-30 22:44:35,,,,,,,,,,,,,,,,,,,,,
GAZIABAD,KV2_AIRFORCE_HINDON,34.1,40.0,,36.046912,Region 4,59.197527,Region 5,2025-04-30 22:44:35,,,,,,,,,,,,,,,,,,,,,
GAZIABAD,KV_KAMALA_NEHRU_NAGAR,33.7,41.0,,35.613939,Region 4,58.994352,Region 5,2025-04-30 22:44:35,,,,,,,,,,,,,,,,,,,,,
GURGAON,NORTHCAP_UNIVERSITY,37.7,32.0,,39.860400,Region 4,60.851467,Region 5,2025-04-30 22:44:35,,,,,,,,,,,,,,,,,,,,,
NEW_DELHI,LODI ROAD,33.9,45.0,,36.851516,Region 4,60.671300,Region 5,2025-04-30 22:44:35,,,,,,,,,,,,,,,,,,,,,
NEW_DELHI,SPORTS_COMPLEX,34.8,56.0,,42.399265,Region 4,65.743540,Region 5,2025-04-30 22:44:35,,,,,,,,,,,,,,,,,,,,,
NORTH_WEST_DELHI,MUNGESHPUR,33.7,49.0,,37.475693,Region 4,61.743016,Region 5,2025-04-30 22:44:35,,,,,,,,,,,,,,,,,,,,,
NORTH_WEST_DELHI,PITAMPURA,34.0,54.0,,39.584427,Region 4,63.851827,Region 5,2025-04-30 22:44:35,,,,,,,,,,,,,,,,,,,,,
SOUTH_WEST_DELHI,NAJAFGARH,32.6,51.0,,35.833506,Region 4,60.791257,Region 5,2025-04-30 22:44:35,,,,,,,,,,,,,,,,,,,,,
SOUTH_WEST_DELHI,UJWA_KVK,35.0,45.0,,38.947458,Region 4,62.234152,Region 5,2025-04-30 22:44:35,,,,,,,,,,,,,,,,,,,,,
CENTRAL_DELHI,PUSA_AMFU,33.4,51.0,,37.394141,Region 4,61.966582,Region 5,2025-04-30 23:35:31,,,,,,,,,,,,,,,,,,,,,
DELHI,IGNOU,36.0,36.0,,38.198093,Region 4,60.253722,Region 5,2025-04-30 23:35:31,,,,,,,,,,,,,,,,,,,,,
DELHI,KVK_CRPF_CAMPUS,34.8,35.0,,36.052691,Region 4,56.431116,Region 5,2025-04-30 23:35:31,,,,,,,,,,,,,,,,,,,,,
DELHI,KV_JANAKPURI,33.8,41.0,,35.775611,Region 4,59.143261,Region 5,2025-04-30 23:35:31,,,,,,,,,,,,,,,,,,,,,
DELHI,KV_NARAYNA,33.8,39.0,,35.362825,Region 4,56.957967,Region 5,2025-04-30 23:35:31,,,,,,,,,,,,,,,,,,,,,
DELHI,PHARMA_SCIENCE_AND_RESEARCH_UN,37.0,37.0,,40.272725,Region 4,61.987675,Region 5,2025-04-30 23:35:31,,,,,,,,,,,,,,,,,,,,,
EAST_DELHI,SALWAN_PUBLIC_SCHOOL,32.9,38.0,,33.844195,Region 4,50.847314,Region 5,2025-04-30 23:35:31,,,,,,,,,,,,,,,,,,,,,
GAZIABAD,KV2_AIRFORCE_HINDON,35.2,36.0,,36.895811,Region 4,59.197529,Region 5,2025-04-30 23:35:31,,,,,,,,,,,,,,,,,,,,,
GAZIABAD,KV_KAMALA_NEHRU_NAGAR,34.4,37.0,,35.874059,Region 4,57.243263,Region 5,2025-04-30 23:35:31,,,,,,,,,,,,,,,,,,,,,
GURGAON,NORTHCAP_UNIVERSITY,37.2,33.0,,39.337102,Region 4,60.623521,Region 5,2025-04-30 23:35:31,,,,,,,,,,,,,,,,,,,,,
NEW_DELHI,LODI ROAD,35.3,43.0,,38.939684,Region 4,61.936717,Region 5,2025-04-30 23:35:31,,,,,,,,,,,,,,,,,,,,,
NEW_DELHI,SPORTS_COMPLEX,35.5,54.0,,43.512153,Region 4,66.143504,Region 5,2025-04-30 23:35:31,,,,,,,,,,,,,,,,,,,,,
NORTH_WEST_DELHI,MUNGESHPUR,34.7,46.0,,38.641922,Region 4,62.159305,Region 5,2025-04-30 23:35:31,,,,,,,,,,,,,,,,,,,,,
NORTH_WEST_DELHI,PITAMPURA,34.6,52.0,,40.339317,Region 4,64.088250,Region 5,2025-04-30 23:35:31,,,,,,,,,,,,,,,,,,,,,
SOUTH_WEST_DELHI,NAJAFGARH,33.7,47.0,,36.969730,Region 4,61.069445,Region 5,2025-04-30 23:35:31,,,,,,,,,,,,,,,,,,,,,
SOUTH_WEST_DELHI,UJWA_KVK,36.4,41.0,,40.475606,Region 4,62.731229,Region 5,2025-04-30 23:35:31,,,,,,,,,,,,,,,,,,,,,
CENTRAL_DELHI,PUSA_AMFU,33.8,49.0,,37.674794,Region 4,61.888790,Region 5,2025-04-30 23:37:52,,,,,,,,,,,,,,,,,,,,,
DELHI,IGNOU,36.0,36.0,,38.198093,Region 4,60.253722,Region 5,2025-04-30 23:37:52,,,,,,,,,,,,,,,,,,,,,
DELHI,KVK_CRPF_CAMPUS,34.8,35.0,,36.052691,Region 4,56.431116,Region 5,2025-04-30 23:37:52,,,,,,,,,,,,,,,,,,,,,
DELHI,KV_JANAKPURI,33.8,41.0,,35.775611,Region 4,59.143261,Region 5,2025-04-30 23:37:52,,,,,,,,,,,,,,,,,,,,,
DELHI,KV_NARAYNA,33.8,39.0,,35.362825,Region 4,56.957967,Region 5,2025-04-30 23:37:52,,,,,,,,,,,,,,,,,,,,,
DELHI,PHARMA_SCIENCE_AND_RESEARCH_UN,37.0,37.0,,40.272725,Region 4,61.987675,Region 5,2025-04-30 23:37:52,,,,,,,,,,,,,,,,,,,,,
EAST_DELHI,SALWAN_PUBLIC_SCHOOL,33.4,37.0,,34.388023,Region 4,52.103757,Region 5,2025-04-30 23:37:52,,,,,,,,,,,,,,,,,,,,,
GAZIABAD,KV2_AIRFORCE_HINDON,35.2,36.0,,36.895811,Region 4,59.197529,Region 5,2025-04-30 23:37:52,,,,,,,,,,,,,,,,,,,,,
GAZIABAD,KV_KAMALA_NEHRU_NAGAR,34.4,37.0,,35.874059,Region 4,57.243263,Region 5,2025-04-30 23:37:52,,,,,,,,,,,,,,,,,,,,,
GURGAON,NORTHCAP_UNIVERSITY,37.2,33.0,,39.337102,Region 4,60.623521,Region 5,2025-04-30 23:37:52,,,,,,,,,,,,,,,,,,,,,
NEW_DELHI,LODI ROAD,35.1,43.0,,38.554641,Region 4,61.655373,Region 5,2025-04-30 23:37:52,,,,,,,,,,,,,,,,,,,,,
NEW_DELHI,SPORTS_COMPLEX,35.5,54.0,,43.512153,Region 4,66.143504,Region 5,2025-04-30 23:37:52,,,,,,,,,,,,,,,,,,,,,
NORTH_WEST_DELHI,MUNGESHPUR,34.7,46.0,,38.641922,Region 4,62.159305,Region 5,2025-04-30 23:37:52,,,,,,,,,,,,,,,,,,,,,
NORTH_WEST_DELHI,PITAMPURA,34.8,52.0,,40.824027,Region 4,64.389316,Region 5,2025-04-30 23:37:52,,,,,,,,,,,,,,,,,,,,,
SOUTH_WEST_DELHI,NAJAFGARH,33.7,47.0,,36.969730,Region 4,61.069445,Region 5,2025-04-30 23:37:52,,,,,,,,,,,,,,,,,,,,,
SOUTH_WEST_DELHI,UJWA_KVK,36.4,41.0,,40.475606,Region 4,62.731229,Region 5,2025-04-30 23:37:52,,,,,,,,,,,,,,,,,,,,,
CENTRAL_DELHI,PUSA_AMFU,33.7,49.0,,37.475693,Region 4,61.743016,Region 5,2025-04-30 23:51:51,,,,,,,,,,,,,,,,,,,,,
DELHI,IGNOU,36.5,35.0,,38.757306,Region 4,60.520427,Region 5,2025-04-30 23:51:51,,,,,,,,,,,,,,,,,,,,,
DELHI,KVK_CRPF_CAMPUS,34.8,35.0,,36.052691,Region 4,56.431116,Region 5,2025-04-30 23:51:51,,,,,,,,,,,,,,,,,,,,,
DELHI,KV_JANAKPURI,33.9,41.0,,35.938505,Region 4,59.279546,Region 5,2025-04-30 23:51:51,,,,,,,,,,,,,,,,,,,,,
DELHI,KV_NARAYNA,33.8,39.0,,35.362825,Region 4,56.957967,Region 5,2025-04-30 23:51:51,,,,,,,,,,,,,,,,,,,,,
DELHI,PHARMA_SCIENCE_AND_RESEARCH_UN,37.7,37.0,,41.622950,Region 4,62.937238,Region 5,2025-04-30 23:51:51,,,,,,,,,,,,,,,,,,,,,
EAST_DELHI,SALWAN_PUBLIC_SCHOOL,33.2,37.0,,34.102026,Region 4,51.033802,Region 5,2025-04-30 23:51:51,,,,,,,,,,,,,,,,,,,,,
GAZIABAD,KV2_AIRFORCE_HINDON,35.8,34.0,,37.351354,Region 4,59.211033,Region 5,2025-04-30 23:51:51,,,,,,,,,,,,,,,,,,,,,
GAZIABAD,KV_KAMALA_NEHRU_NAGAR,34.4,37.0,,35.874059,Region 4,57.243263,Region 5,2025-04-30 23:51:51,,,,,,,,,,,,,,,,,,,,,
GURGAON,NORTHCAP_UNIVERSITY,37.5,32.0,,39.526650,Region 4,60.593913,Region 5,2025-04-30 23:51:51,,,,,,,,,,,,,,,,,,,,,
NEW_DELHI,LODI ROAD,35.4,42.0,,38.834478,Region 4,61.709996,Region 5,2025-04-30 23:51:51,,,,,,,,,,,,,,,,,,,,,
NEW_DELHI,SPORTS_COMPLEX,35.9,54.0,,44.703476,Region 4,66.760008,Region 5,2025-04-30 23:51:51,,,,,,,,,,,,,,,,,,,,,
NORTH_WEST_DELHI,MUNGESHPUR,35.4,47.0,,40.440608,Region 4,63.527750,Region 5,2025-04-30 23:51:51,,,,,,,,,,,,,,,,,,,,,
NORTH_WEST_DELHI,PITAMPURA,35.3,51.0,,41.687986,Region 4,64.795842,Region 5,2025-04-30 23:51:51,,,,,,,,,,,,,,,,,,,,,
SOUTH_WEST_DELHI,NAJAFGARH,34.5,47.0,,38.529353,Region 4,62.221145,Region 5,2025-04-30 23:51:51,,,,,,,,,,,,,,,,,,,,,
SOUTH_WEST_DELHI,UJWA_KVK,36.2,42.0,,40.414374,Region 4,62.831865,Region 5,2025-04-30 23:51:51,,,,,,,,,,,,,,,,,,,,,
CENTRAL_DELHI,PUSA_AMFU,34.2,48.0,,38.206641,Region 4,62.131653,Region 5,2025-05-01 00:10:21,,,,,,,,,,,,,,,,,,,,,
DELHI,IGNOU,36.2,36.0,,38.535794,Region 4,60.519057,Region 5,2025-05-01 00:10:21,,,,,,,,,,,,,,,,,,,,,
DELHI,KVK_CRPF_CAMPUS,35.7,33.0,,36.953730,Region 4,57.879461,Region 5,2025-05-01 00:10:21,,,,,,,,,,,,,,,,,,,,,
DELHI,KV_JANAKPURI,34.5,39.0,,36.472770,Region 4,59.377984,Region 5,2025-05-01 00:10:21,,,,,,,,,,,,,,,,,,,,,
DELHI,KV_NARAYNA,34.8,37.0,,36.496840,Region 4,59.044497,Region 5,2025-05-01 00:10:21,,,,,,,,,,,,,,,,,,,,,
DELHI,PHARMA_SCIENCE_AND_RESEARCH_UN,37.1,37.0,,40.460644,Region 4,62.122944,Region 5,2025-05-01 00:10:21,,,,,,,,,,,,,,,,,,,,,
EAST_DELHI,SALWAN_PUBLIC_SCHOOL,33.5,36.0,,34.353435,Region 4,51.185282,Region 5,2025-05-01 00:10:21,,,,,,,,,,,,,,,,,,,,,
GAZIABAD,KV2_AIRFORCE_HINDON,35.4,35.0,,36.971203,Region 4,59.078534,Region 5,2025-05-01 00:10:21,,,,,,,,,,,,,,,,,,,,,
GURGAON,NORTHCAP_UNIVERSITY,37.4,32.0,,39.361545,Region 4,60.465317,Region 5,2025-05-01 00:10:21,,,,,,,,,,,,,,,,,,,,,
NEW_DELHI,LODI ROAD,36.1,39.0,,39.243719,Region 4,61.548748,Region 5,2025-05-01 00:10:21,,,,,,,,,,,,,,,,,,,,,
NEW_DELHI,SPORTS_COMPLEX,36.0,53.0,,44.499124,Region 4,66.562061,Region 5,2025-05-01 00:10:21,,,,,,,,,,,,,,,,,,,,,
NORTH_WEST_DELHI,MUNGESHPUR,35.3,46.0,,39.883097,Region 4,63.023667,Region 5,2025-05-01 00:10:21,,,,,,,,,,,,,,,,,,,,,
NORTH_WEST_DELHI,PITAMPURA,35.2,51.0,,41.437355,Region 4,64.645635,Region 5,2025-05-01 00:10:21,,,,,,,,,,,,,,,,,,,,,
SOUTH_WEST_DELHI,NAJAFGARH,34.8,45.0,,38.550135,Region 4,61.948724,Region 5,2025-05-01 00:10:21,,,,,,,,,,,,,,,,,,,,,
DELHI,IGNOU,36.8,35.0,,39.269839,Region 4,60.916328,Region 5,2025-05-01 01:13:24,,,,,,,,,,,,,,,,,,,,,
DELHI,KVK_CRPF_CAMPUS,35.4,33.0,,36.504823,Region 4,56.465033,Region 5,2025-05-01 01:13:24,,,,,,,,,,,,,,,,,,,,,
DELHI,KV_JANAKPURI,34.6,38.0,,36.406541,Region 4,59.147345,Region 5,2025-05-01 01:13:24,,,,,,,,,,,,,,,,,,,,,
DELHI,KV_NARAYNA,35.5,36.0,,37.375397,Region 4,59.592635,Region 5,2025-05-01 01:13:24,,,,,,,,,,,,,,,,,,,,,
EAST_DELHI,SALWAN_PUBLIC_SCHOOL,33.8,36.0,,34.782227,Region 4,52.774038,Region 5,2025-05-01 01:13:24,,,,,,,,,,,,,,,,,,,,,
GAZIABAD,KV_KAMALA_NEHRU_NAGAR,35.6,34.0,,37.041018,Region 4,58.804935,Region 5,2025-05-01 01:13:24,,,,,,,,,,,,,,,,,,,,,
GURGAON,NORTHCAP_UNIVERSITY,38.2,29.0,,39.713048,Region 4,60.190925,Region 5,2025-05-01 01:13:24,,,,,,,,,,,,,,,,,,,,,
NEW_DELHI,LODI ROAD,36.8,36.0,,39.580571,Region 4,61.318131,Region 5,2025-05-01 01:13:24,,,,,,,,,,,,,,,,,,,,,
NEW_DELHI,SPORTS_COMPLEX,36.4,50.0,,44.172588,Region 4,66.094391,Region 5,2025-05-01 01:13:24,,,,,,,,,,,,,,,,,,,,,
NORTH_WEST_DELHI,MUNGESHPUR,36.1,44.0,,40.911473,Region 4,63.441858,Region 5,2025-05-01 01:13:24,,,,,,,,,,,,,,,,,,,,,
NORTH_WEST_DELHI,PITAMPURA,36.0,49.0,,42.645277,Region 4,65.132289,Region 5,2025-05-01 01:13:24,,,,,,,,,,,,,,,,,,,,,
SOUTH_WEST_DELHI,UJWA_KVK,37.7,37.0,,41.622950,Region 4,62.937238,Region 5,2025-05-01 01:13:24,,,,,,,,,,,,,,,,,,,,,
CENTRAL_DELHI,PUSA_AMFU,34.7,45.0,,38.354316,Region 4,61.806220,Region 5,2025-05-01 02:10:28,,,,,,,,,,,,,,,,,,,,,
DELHI,IGNOU,36.8,34.0,,38.968905,Region 4,60.512095,Region 5,2025-05-01 02:10:28,,,,,,,,,,,,,,,,,,,,,
DELHI,KVK_CRPF_CAMPUS,37.0,30.0,,38.154142,Region 4,59.120351,Region 5,2025-05-01 02:10:28,,,,,,,,,,,,,,,,,,,,,
DELHI,KV_JANAKPURI,35.4,38.0,,37.722364,Region 4,60.218938,Region 5,2025-05-01 02:10:28,,,,,,,,,,,,,,,,,,,,,
DELHI,KV_NARAYNA,35.9,33.0,,37.257819,Region 4,58.785940,Region 5,2025-05-01 02:10:28,,,,,,,,,,,,,,,,,,,,,
DELHI,PHARMA_SCIENCE_AND_RESEARCH_UN,38.0,35.0,,41.444870,Region 4,62.511220,Region 5,2025-05-01 02:10:28,,,,,,,,,,,,,,,,,,,,,
EAST_DELHI,SALWAN_PUBLIC_SCHOOL,33.8,34.0,,34.418582,Region 4,49.806930,Region 5,2025-05-01 02:10:28,,,,,,,,,,,,,,,,,,,,,
GAZIABAD,KV2_AIRFORCE_HINDON,36.1,33.0,,37.565893,Region 4,59.203448,Region 5,2025-05-01 02:10:28,,,,,,,,,,,,,,,,,,,,,
GAZIABAD,KV_KAMALA_NEHRU_NAGAR,35.4,36.0,,37.214401,Region 4,59.460804,Region 5,2025-05-01 02:10:28,,,,,,,,,,,,,,,,,,,,,
GURGAON,NORTHCAP_UNIVERSITY,39.0,29.0,,41.010871,Region 4,61.193574,Region 5,2025-05-01 02:10:28,,,,,,,,,,,,,,,,,,,,,
NEW_DELHI,LODI ROAD,36.9,36.0,,39.759548,Region 4,61.451756,Region 5,2025-05-01 02:10:28,,,,,,,,,,,,,,,,,,,,,
NEW_DELHI,SPORTS_COMPLEX,36.6,50.0,,44.740467,Region 4,66.396017,Region 5,2025-05-01 02:10:28,,,,,,,,,,,,,,,,,,,,,
NORTH_WEST_DELHI,MUNGESHPUR,36.4,42.0,,40.828495,Region 4,63.113686,Region 5,2025-05-01 02:10:28,,,,,,,,,,,,,,,,,,,,,
NORTH_WEST_DELHI,PITAMPURA,36.3,47.0,,42.548989,Region 4,64.845709,Region 5,2025-05-01 02:10:28,,,,,,,,,,,,,,,,,,,,,
SOUTH_WEST_DELHI,NAJAFGARH,36.2,41.0,,40.074908,Region 4,62.451976,Region 5,2025-05-01 02:10:28,,,,,,,,,,,,,,,,,,,,,
SOUTH_WEST_DELHI,UJWA_KVK,37.8,36.0,,41.438353,Region 4,62.660088,Region 5,2025-05-01 02:10:28,,,,,,,,,,,,,,,,,,,,,
CENTRAL_DELHI,PUSA_AMFU,35.1,45.0,,39.149032,Region 4,62.377078,Region 5,2025-05-01 03:10:02,,,,,,,,,,,,,,,,,,,,,
DELHI,IGNOU,36.5,34.0,,38.471580,Region 4,60.120467,Region 5,2025-05-01 03:10:02,,,,,,,,,,,,,,,,,,,,,
DELHI,KVK_CRPF_CAMPUS,37.0,29.0,,37.887311,Region 4,57.915009,Region 5,2025-05-01 03:10:02,,,,,,,,,,,,,,,,,,,,,
DELHI,KV_JANAKPURI,34.9,37.0,,36.655268,Region 4,59.176909,Region 5,2025-05-01 03:10:02,,,,,,,,,,,,,,,,,,,,,
DELHI,KV_NARAYNA,35.8,34.0,,37.351354,Region 4,59.211033,Region 5,2025-05-01 03:10:02,,,,,,,,,,,,,,,,,,,,,
DELHI,PHARMA_SCIENCE_AND_RESEARCH_UN,37.7,35.0,,40.881138,Region 4,62.110811,Region 5,2025-05-01 03:10:02,,,,,,,,,,,,,,,,,,,,,
EAST_DELHI,SALWAN_PUBLIC_SCHOOL,33.9,33.0,,34.378597,Region 4,48.821717,Region 5,2025-05-01 03:10:02,,,,,,,,,,,,,,,,,,,,,
GAZIABAD,KV2_AIRFORCE_HINDON,35.0,35.0,,36.354815,Region 4,57.397085,Region 5,2025-05-01 03:10:02,,,,,,,,,,,,,,,,,,,,,
GAZIABAD,KV_KAMALA_NEHRU_NAGAR,34.9,35.0,,36.203262,Region 4,56.917503,Region 5,2025-05-01 03:10:02,,,,,,,,,,,,,,,,,,,,,
GURGAON,NORTHCAP_UNIVERSITY,38.0,30.0,,39.712258,Region 4,60.376622,Region 5,2025-05-01 03:10:02,,,,,,,,,,,,,,,,,,,,,
NEW_DELHI,LODI ROAD,36.8,40.0,,40.932188,Region 4,62.901409,Region 5,2025-05-01 03:10:02,,,,,,,,,,,,,,,,,,,,,
NEW_DELHI,SPORTS_COMPLEX,36.5,48.0,,43.498207,Region 4,65.510595,Region 5,2025-05-01 03:10:02,,,,,,,,,,,,,,,,,,,,,
NORTH_WEST_DELHI,MUNGESHPUR,36.6,42.0,,41.250859,Region 4,63.396044,Region 5,2025-05-01 03:10:02,,,,,,,,,,,,,,,,,,,,,
NORTH_WEST_DELHI,PITAMPURA,36.3,47.0,,42.548989,Region 4,64.845709,Region 5,2025-05-01 03:10:02,,,,,,,,,,,,,,,,,,,,,
SOUTH_WEST_DELHI,NAJAFGARH,35.8,40.0,,38.991210,Region 4,61.518182,Region 5,2025-05-01 03:10:02,,,,,,,,,,,,,,,,,,,,,
SOUTH_WEST_DELHI,UJWA_KVK,38.1,35.0,,41.635952,Region 4,62.644939,Region 5,2025-05-01 03:10:02,,,,,,,,,,,,,,,,,,,,,
CENTRAL_DELHI,PUSA_AMFU,35.0,44.0,,38.651498,Region 4,61.875510,Region 5,2025-05-01 04:08:09,,,,,,,,,,,,,,,,,,,,,
DELHI,IGNOU,37.1,33.0,,39.170383,Region 4,60.493810,Region 5,2025-05-01 04:08:09,,,,,,,,,,,,,,,,,,,,,
DELHI,KVK_CRPF_CAMPUS,36.0,32.0,,37.164030,Region 4,57.832149,Region 5,2025-05-01 04:08:09,,,,,,,,,,,,,,,,,,,,,
DELHI,KV_JANAKPURI,34.5,37.0,,36.028147,Region 4,57.725191,Region 5,2025-05-01 04:08:09,,,,,,,,,,,,,,,,,,,,,
DELHI,KV_NARAYNA,35.5,34.0,,36.887392,Region 4,58.352233,Region 5,2025-05-01 04:08:09,,,,,,,,,,,,,,,,,,,,,
DELHI,PHARMA_SCIENCE_AND_RESEARCH_UN,38.0,34.0,,41.074058,Region 4,62.089762,Region 5,2025-05-01 04:08:09,,,,,,,,,,,,,,,,,,,,,
EAST_DELHI,SALWAN_PUBLIC_SCHOOL,33.9,34.0,,34.556930,Region 4,50.331652,Region 5,2025-05-01 04:08:09,,,,,,,,,,,,,,,,,,,,,
GAZIABAD,KV2_AIRFORCE_HINDON,35.6,33.0,,36.803146,Region 4,57.414881,Region 5,2025-05-01 04:08:09,,,,,,,,,,,,,,,,,,,,,
GAZIABAD,KV_KAMALA_NEHRU_NAGAR,35.2,35.0,,36.660945,Region 4,58.334081,Region 5,2025-05-01 04:08:09,,,,,,,,,,,,,,,,,,,,,
GURGAON,NORTHCAP_UNIVERSITY,36.0,33.0,,37.411351,Region 4,59.075088,Region 5,2025-05-01 04:08:09,,,,,,,,,,,,,,,,,,,,,
NEW_DELHI,LODI ROAD,36.3,38.0,,39.303288,Region 4,61.434581,Region 5,2025-05-01 04:08:09,,,,,,,,,,,,,,,,,,,,,
NEW_DELHI,SPORTS_COMPLEX,36.2,49.0,,43.163762,Region 4,65.430536,Region 5,2025-05-01 04:08:09,,,,,,,,,,,,,,,,,,,,,
NORTH_WEST_DELHI,MUNGESHPUR,36.0,43.0,,40.345985,Region 4,62.925750,Region 5,2025-05-01 04:08:09,,,,,,,,,,,,,,,,,,,,,
NORTH_WEST_DELHI,PITAMPURA,36.2,48.0,,42.725461,Region 4,65.065677,Region 5,2025-05-01 04:08:09,,,,,,,,,,,,,,,,,,,,,
SOUTH_WEST_DELHI,NAJAFGARH,35.4,42.0,,38.834478,Region 4,61.709996,Region 5,2025-05-01 04:08:09,,,,,,,,,,,,,,,,,,,,,
SOUTH_WEST_DELHI,UJWA_KVK,37.2,37.0,,40.650172,Region 4,62.258340,Region 5,2025-05-01 04:08:09,,,,,,,,,,,,,,,,,,,,,
CENTRAL_DELHI,PUSA_AMFU,34.4,46.0,,38.048520,Region 4,61.729037,Region 5,2025-05-01 05:16:46,,,,,,,,,,,,,,,,,,,,,
DELHI,IGNOU,36.2,35.0,,38.256118,Region 4,60.125663,Region 5,2025-05-01 05:16:46,,,,,,,,,,,,,,,,,,,,,
DELHI,KVK_CRPF_CAMPUS,35.8,32.0,,36.866087,Region 4,56.902477,Region 5,2025-05-01 05:16:46,,,,,,,,,,,,,,,,,,,,,
DELHI,KV_JANAKPURI,34.3,38.0,,35.932585,Region 4,58.083847,Region 5,2025-05-01 05:16:46,,,,,,,,,,,,,,,,,,,,,
DELHI,PHARMA_SCIENCE_AND_RESEARCH_UN,37.7,34.0,,40.529275,Region 4,61.693679,Region 5,2025-05-01 05:16:46,,,,,,,,,,,,,,,,,,,,,
EAST_DELHI,SALWAN_PUBLIC_SCHOOL,33.8,33.0,,34.243256,Region 4,48.303470,Region 5,2025-05-01 05:16:46,,,,,,,,,,,,,,,,,,,,,
GAZIABAD,KV2_AIRFORCE_HINDON,34.6,35.0,,35.754456,Region 4,55.439774,Region 5,2025-05-01 05:16:46,,,,,,,,,,,,,,,,,,,,,
GAZIABAD,KV_KAMALA_NEHRU_NAGAR,34.3,37.0,,35.721013,Region 4,56.754007,Region 5,2025-05-01 05:16:46,,,,,,,,,,,,,,,,,,,,,
GURGAON,NORTHCAP_UNIVERSITY,35.0,35.0,,36.354815,Region 4,57.397085,Region 5,2025-05-01 05:16:46,,,,,,,,,,,,,,,,,,,,,
NEW_DELHI,LODI ROAD,35.2,41.0,,38.177196,Region 4,61.063793,Region 5,2025-05-01 05:16:46,,,,,,,,,,,,,,,,,,,,,
NEW_DELHI,SPORTS_COMPLEX,35.9,49.0,,42.390843,Region 4,64.983373,Region 5,2025-05-01 05:16:46,,,,,,,,,,,,,,,,,,,,,
NORTH_WEST_DELHI,MUNGESHPUR,35.4,43.0,,39.134898,Region 4,62.077595,Region 5,2025-05-01 05:16:46,,,,,,,,,,,,,,,,,,,,,
NORTH_WEST_DELHI,PITAMPURA,35.8,47.0,,41.351137,Region 4,64.112124,Region 5,2025-05-01 05:16:46,,,,,,,,,,,,,,,,,,,,,
SOUTH_WEST_DELHI,NAJAFGARH,34.8,42.0,,37.722609,Region 4,60.874337,Region 5,2025-05-01 05:16:46,,,,,,,,,,,,,,,,,,,,,
SOUTH_WEST_DELHI,UJWA_KVK,36.7,38.0,,40.044274,Region 4,61.978273,Region 5,2025-05-01 05:16:46,,,,,,,,,,,,,,,,,,,,,
CENTRAL_DELHI,PUSA_AMFU,33.5,46.0,,36.365455,Region 4,60.445968,Region 5,2025-05-01 06:20:00,,,,,,,,,,,,,,,,,,,,,
DELHI,IGNOU,34.8,37.0,,36.496840,Region 4,59.044497,Region 5,2025-05-01 06:20:00,,,,,,,,,,,,,,,,,,,,,
